gene,department
UBE2A,Ubiquitin
UBE2A,DNA repair
UBE2B,Ubiquitin
UBE2B,DNA repair
UBE2C,Cell cycle
UBE2C,Ubiquitin
UBE2D1,Transcription
UBE2D1,Ubiquitin
UBE2D2,Ubiquitin
UBE2D3,Transcription
UBE2D3,Ubiquitin
UBE2D3,DNA repair
UBE2D3,Apoptosis
UBE2D4,Ubiquitin
UBE2E1,Transcription
UBE2E1,Ubiquitin
UBE2E2,Ubiquitin
UBE2E2,DNA repair
UBE2E3,Ubiquitin
UBE2G1,Ubiquitin
UBE2G2,Ubiquitin
UBE2H,Ubiquitin
UBE2I,Transcription
UBE2I,Cell cycle
UBE2I,Nuc acid bind
UBE2J1,Ubiquitin
UBE2J2,Ubiquitin
UBE2K,Ubiquitin
UBE2L3,Transcription
UBE2L3,Ubiquitin
UBE2L3,Nuc acid bind
UBE2L5,Ubiquitin
UBE2L6,Ubiquitin
UBE2L6,Immune
UBE2N,Ubiquitin
UBE2N,DNA repair
UBE2N,Nuc acid bind
UBE2NL,Ubiquitin
UBE2O,Ubiquitin
UBE2O,Nuc acid bind
UBE2Q1,Ubiquitin
UBE2Q2,Ubiquitin
UBE2QL1,Ubiquitin
UBE2R2,Ubiquitin
UBE2S,Cell cycle
UBE2S,Ubiquitin
UBE2T,Ubiquitin
UBE2T,DNA repair
UBE2U,Ubiquitin
UBE2U,DNA repair
UBE2V1,Transcription
UBE2V1,Ubiquitin
UBE2V2,Ubiquitin
UBE2W,Ubiquitin
UBE2W,DNA repair
UBE2Z,Ubiquitin
UBE2Z,Apoptosis
UBE3A,Ubiquitin
UBE3A,Proteolysis
UBE3B,Ubiquitin
UBE3C,Ubiquitin
UBE3D,Ubiquitin
UBE4A,Ubiquitin
UBE4B,Ubiquitin
UBFD1,Nuc acid bind
UBL7,Immune
UBLCP1,Phosphatase
UBN1,Chromatin
UBN2,Chromatin
UBOX5,Ubiquitin
UBP1,Transcription
UBQLN4,DNA repair
UBR1,Ubiquitin
UBR2,Ubiquitin
UBR3,Ubiquitin
UBR4,Ubiquitin
UBR5,Ubiquitin
UBR5,DNA repair
UBR5,Nuc acid bind
UBR7,Ubiquitin
UBTF,Nuc acid bind
UCHL1,Proteolysis
UCHL3,Ubiquitin
UCHL3,Proteolysis
UCHL5,Chromatin
UCHL5,DNA repair
UCHL5,Nuc acid bind
UCHL5,Proteolysis
UCN,Transcription
UCP1,Transport
UCP1,Ion channel
UCP2,Transport
UCP3,Transport
UEVLD,Transcription
UFL1,DNA repair
UFSP1,Proteolysis
UFSP2,Proteolysis
UGGT1,Protein folding
UGGT2,Protein folding
UGT8,Cytoskeleton
UHMK1,Kinase
UHMK1,Nuc acid bind
UHRF1,Chromatin
UHRF1,Transcription
UHRF1,Ubiquitin
UHRF1,DNA repair
UHRF1,Nuc acid bind
UHRF2,Transcription
UHRF2,Ubiquitin
UIMC1,Chromatin
UIMC1,DNA repair
ULBP1,Signaling
ULBP2,Signaling
ULBP3,Signaling
ULK1,Kinase
ULK1,Signaling
ULK2,Kinase
ULK2,Signaling
ULK3,Kinase
ULK4,Kinase
ULK4,Cytoskeleton
UMOD,Immune
UNC13B,Apoptosis
UNC45A,Protein folding
UNC45B,Protein folding
UNC50,Nuc acid bind
UNC5A,Signaling
UNC5A,Apoptosis
UNC5B,Signaling
UNC5B,Apoptosis
UNC5C,Signaling
UNC5C,Apoptosis
UNC5CL,Signaling
UNC5D,Signaling
UNC5D,Apoptosis
UNC93B1,Immune
UNCX,Transcription
UNG,DNA repair
UNK,Nuc acid bind
UNKL,Ubiquitin
UNQ5830/PRO19650/PRO19816,Signaling
UPF1,DNA repair
UPF1,Nuc acid bind
UPF2,Nuc acid bind
UPF3A,Nuc acid bind
UPF3B,Nuc acid bind
UPK1B,Structural
UQCRC2,Proteolysis
URB1,Nuc acid bind
URI1,Transcription
USB1,RNA processing
USE1,Transport
USF1,Transcription
USF2,Transcription
USF3,Transcription
USO1,Nuc acid bind
USO1,Transport
USP1,DNA repair
USP1,Proteolysis
USP10,DNA repair
USP10,Nuc acid bind
USP10,Proteolysis
USP10,Immune
USP11,Proteolysis
USP12,Proteolysis
USP13,Transcription
USP13,Proteolysis
USP14,Proteolysis
USP14,Immune
USP15,Proteolysis
USP16,Chromatin
USP16,Transcription
USP16,Cell cycle
USP16,DNA repair
USP16,Proteolysis
USP17L1,Proteolysis
USP17L1,Apoptosis
USP17L10,Proteolysis
USP17L11,Proteolysis
USP17L12,Proteolysis
USP17L13,Proteolysis
USP17L15,Proteolysis
USP17L17,Proteolysis
USP17L18,Proteolysis
USP17L19,Proteolysis
USP17L2,Proteolysis
USP17L2,Apoptosis
USP17L20,Proteolysis
USP17L21,Proteolysis
USP17L22,Proteolysis
USP17L24,Nuc acid bind
USP17L24,Proteolysis
USP17L24,Apoptosis
USP17L3,Proteolysis
USP17L3,Apoptosis
USP17L4,Proteolysis
USP17L5,Proteolysis
USP17L5,Apoptosis
USP17L6P,Nuc acid bind
USP17L6P,Proteolysis
USP17L7,Proteolysis
USP17L8,Proteolysis
USP18,Proteolysis
USP19,Proteolysis
USP2,Transcription
USP2,Proteolysis
USP20,Proteolysis
USP21,Chromatin
USP21,Proteolysis
USP22,Chromatin
USP22,Transcription
USP22,Proteolysis
USP24,Proteolysis
USP25,Proteolysis
USP26,Proteolysis
USP27X,Proteolysis
USP27X,Immune
USP27X,Apoptosis
USP28,DNA repair
USP28,Proteolysis
USP29,Proteolysis
USP29,Immune
USP3,Chromatin
USP3,DNA repair
USP3,Proteolysis
USP30,Proteolysis
USP31,Proteolysis
USP32,Proteolysis
USP33,Proteolysis
USP34,Proteolysis
USP35,Proteolysis
USP36,Chromatin
USP36,Nuc acid bind
USP36,Proteolysis
USP37,Cell cycle
USP37,Proteolysis
USP38,Proteolysis
USP39,Cell cycle
USP39,RNA processing
USP4,Proteolysis
USP40,Proteolysis
USP42,Proteolysis
USP43,Proteolysis
USP44,Cell cycle
USP44,Proteolysis
USP44,Immune
USP45,DNA repair
USP45,Proteolysis
USP46,Proteolysis
USP47,DNA repair
USP47,Proteolysis
USP48,Proteolysis
USP49,Chromatin
USP49,RNA processing
USP49,Proteolysis
USP5,Ubiquitin
USP5,Proteolysis
USP51,DNA repair
USP51,Proteolysis
USP54,Proteolysis
USP6,Nuc acid bind
USP6,Proteolysis
USP7,Ubiquitin
USP7,DNA repair
USP7,Proteolysis
USP8,Proteolysis
USP9X,Transcription
USP9X,Cell cycle
USP9X,Ubiquitin
USP9X,Proteolysis
USP9Y,Proteolysis
USPL1,Proteolysis
UTF1,Transcription
UTP11,Nuc acid bind
UTP11,Apoptosis
UTP14A,Nuc acid bind
UTP15,Nuc acid bind
UTP18,Nuc acid bind
UTP20,Nuc acid bind
UTP23,Nuc acid bind
UTP25,Nuc acid bind
UTP3,Chromatin
UTP3,Nuc acid bind
UTP4,Transcription
UTP4,Nuc acid bind
UTP6,RNA processing
UTS2,Signaling
UTS2B,Signaling
UTS2R,Signaling
UTY,Chromatin
UVRAG,DNA repair
UVRAG,Transport
UVSSA,Chromatin
UVSSA,Ubiquitin
UVSSA,DNA repair
UXT,Transcription
UXT,Apoptosis
UXT,Cytoskeleton
VAC14,Signaling
VAMP1,Transport
VAMP2,Transport
VAMP3,Transport
VAMP4,Transport
VAMP5,Transport
VAMP7,Transport
VAMP8,Transport
VARS1,Translation
VARS2,Translation
VASH1,Proteolysis
VASH2,Proteolysis
VAV1,Signaling
VAV1,GTPase
VAV2,Signaling
VAV2,GTPase
VAV3,Signaling
VAV3,DNA repair
VAV3,GTPase
VAX1,Transcription
VAX2,Transcription
VBP1,Protein folding
VCAM1,Immune
VCAM1,Cell adhesion
VCAN,Cell adhesion
VCL,Structural
VCL,Cell adhesion
VCP,Ubiquitin
VCP,DNA repair
VCP,Nuc acid bind
VCPIP1,Ubiquitin
VCPIP1,DNA repair
VCPIP1,Proteolysis
VCPKMT,Methylation
VCX,Chromatin
VDAC1,Transport
VDAC1,Apoptosis
VDAC1,Ion channel
VDAC2,Transport
VDAC2,Ion channel
VDAC3,Transport
VDAC3,Ion channel
VDR,Transcription
VEGFA,Transcription
VEGFC,Signaling
VENTX,Transcription
VEZF1,Transcription
VGF,Signaling
VGLL1,Transcription
VGLL2,Transcription
VGLL3,Transcription
VGLL4,Transcription
VHL,Transcription
VHL,Ubiquitin
VHL,Proteolysis
VIL1,Apoptosis
VIL1,Cytoskeleton
VILL,Structural
VILL,Cytoskeleton
VIM,Nuc acid bind
VIM,Structural
VIPR1,Signaling
VIPR2,Signaling
VIRMA,RNA processing
VIRMA,Nuc acid bind
VLDLR,Signaling
VMA22,Protein folding
VMP1,Cell adhesion
VN1R1,Signaling
VN1R17P,Signaling
VN1R2,Signaling
VN1R3,Signaling
VN1R4,Signaling
VN1R5,Signaling
VNN1,Immune
VPREB1,Immune
VPREB3,Immune
VPS11,Ubiquitin
VPS11,Transport
VPS13B,Transport
VPS18,Ubiquitin
VPS18,Transport
VPS25,Structural
VPS33A,Transport
VPS33B,Transport
VPS39,Transport
VPS41,Transport
VPS45,Transport
VPS4A,Cell cycle
VPS4A,Transport
VPS4B,Cell cycle
VPS53,Transport
VPS72,Chromatin
VPS72,Transcription
VPS9D1,Transport
VRK1,Chromatin
VRK1,Cell cycle
VRK1,Kinase
VRK1,Signaling
VRK1,DNA repair
VRK2,Kinase
VRK2,Signaling
VRK2,DNA repair
VRK3,Kinase
VRK3,Signaling
VRK3,DNA repair
VRTN,Transcription
VSIG4,Immune
VSIG8,Nuc acid bind
VSTM1,Signaling
VSTM5,Immune
VSX1,Transcription
VSX2,Transcription
VTI1A,Transport
VTI1B,Transport
VTN,Transport
VTN,Immune
VTN,Structural
VTN,Cell adhesion
VWA1,Structural
VWF,Structural
VWF,Cell adhesion
WAC,Chromatin
WAC,DNA repair
WAPL,Cell cycle
WARS1,Signaling
WARS1,Translation
WARS2,Translation
WAS,Transcription
WAS,Immune
WASL,Transcription
WASL,Cell cycle
WBP11,RNA processing
WBP11,Nuc acid bind
WBP2,Transcription
WBP4,RNA processing
WBP4,Nuc acid bind
WDHD1,DNA repair
WDHD1,Nuc acid bind
WDR24,Ubiquitin
WDR3,Nuc acid bind
WDR33,RNA processing
WDR33,Nuc acid bind
WDR36,Nuc acid bind
WDR4,DNA repair
WDR43,Transcription
WDR43,Nuc acid bind
WDR46,Nuc acid bind
WDR48,DNA repair
WDR5,Chromatin
WDR5,Transcription
WDR6,Nuc acid bind
WDR75,Nuc acid bind
WDR76,DNA repair
WDR77,Ubiquitin
WDR83,RNA processing
WDR83OS,Protein folding
WDSUB1,Ubiquitin
WDTC1,Ubiquitin
WEE1,Cell cycle
WEE1,Kinase
WEE2,Kinase
WFDC10A,Immune
WFDC10B,Immune
WFDC11,Immune
WFDC12,Immune
WFDC13,Immune
WFDC2,Proteolysis
WFDC2,Immune
WFDC3,Immune
WFDC5,Immune
WFDC9,Immune
WFS1,Transcription
WFS1,Signaling
WHR1,DNA repair
WHR1,Nuc acid bind
WIF1,Signaling
WIPF1,Protein folding
WIZ,Transcription
WNK1,Kinase
WNK1,Signaling
WNK1,DNA repair
WNK1,Ion channel
WNK2,Kinase
WNK2,Signaling
WNK2,DNA repair
WNK3,Kinase
WNK3,Signaling
WNK3,DNA repair
WNK4,Kinase
WNK4,Signaling
WNK4,Immune
WNT10B,Apoptosis
WNT11,Signaling
WNT2,Transcription
WNT3A,Transcription
WNT5A,Transcription
WNT5A,Immune
WNT7A,Transcription
WNT8A,Transcription
WNT8B,Signaling
WRAP53,DNA repair
WRAP53,Nuc acid bind
WRN,DNA repair
WRN,Nuc acid bind
WRNIP1,DNA repair
WRNIP1,Immune
WSB1,Ubiquitin
WSB1,Signaling
WSB2,Ubiquitin
WSB2,Signaling
WT1,Transcription
WT1,RNA processing
WT1,Nuc acid bind
WTAP,RNA processing
WTIP,Transcription
WTIP,Cytoskeleton
WWC1,Transcription
WWC2,Transcription
WWC3,Transcription
WWOX,Transcription
WWOX,Apoptosis
WWP1,Ubiquitin
WWP2,Transcription
WWP2,Ubiquitin
WWP2,Ion channel
WWTR1,Transcription
XAB2,RNA processing
XAB2,DNA repair
XAF1,Apoptosis
XBP1,Transcription
XBP1,Immune
XBP1,Apoptosis
XCL1,Transcription
XCL1,Signaling
XCL1,Immune
XCL2,Signaling
XCL2,Immune
XCR1,Signaling
XCR1,Immune
XIAP,DNA repair
XIAP,Apoptosis
XIRP1,Nuc acid bind
XKR4,Apoptosis
XKR8,Apoptosis
XKR9,Apoptosis
XPA,DNA repair
XPC,DNA repair
XPNPEP1,Proteolysis
XPNPEP2,Proteolysis
XPNPEP3,Proteolysis
XPO1,Transcription
XPO1,Nuc acid bind
XPO5,Nuc acid bind
XPOT,Nuc acid bind
XRCC1,DNA repair
XRCC2,DNA repair
XRCC3,DNA repair
XRCC4,DNA repair
XRCC5,DNA repair
XRCC5,Nuc acid bind
XRCC5,Immune
XRCC6,Transcription
XRCC6,DNA repair
XRCC6,Nuc acid bind
XRCC6,Immune
XRN1,Nuc acid bind
XRN2,RNA processing
XRN2,Nuc acid bind
YAF2,Transcription
YAP1,Transcription
YAP1,DNA repair
YARS1,Nuc acid bind
YARS1,Apoptosis
YARS1,Translation
YARS2,Nuc acid bind
YARS2,Translation
YBX1,Transcription
YBX1,RNA processing
YBX1,Nuc acid bind
YBX2,Nuc acid bind
YBX3,Transcription
YBX3,Nuc acid bind
YEATS2,Chromatin
YEATS2,Transcription
YEATS4,Chromatin
YEATS4,Transcription
YEATS4,Structural
YEATS4,Cytoskeleton
YES1,Kinase
YIF1A,Transport
YIPF1,Transport
YIPF2,Transport
YIPF5,Transport
YJU2,RNA processing
YKT6,Transport
YLPM1,Nuc acid bind
YME1L1,Proteolysis
YOD1,Proteolysis
YTHDC1,RNA processing
YTHDC1,Nuc acid bind
YTHDC2,Nuc acid bind
YTHDF1,Nuc acid bind
YTHDF2,Cell cycle
YTHDF2,Nuc acid bind
YTHDF2,Immune
YTHDF3,Nuc acid bind
YWHAB,Transcription
YWHAB,Signaling
YWHAE,Signaling
YWHAE,Nuc acid bind
YWHAG,Signaling
YWHAG,Nuc acid bind
YWHAH,Signaling
YWHAQ,Signaling
YWHAZ,Transcription
YWHAZ,Kinase
YWHAZ,Signaling
YWHAZ,Nuc acid bind
YY1,Chromatin
YY1,Transcription
YY1,DNA repair
YY1,Nuc acid bind
YY2,Transcription
ZACN,Ion channel
ZAN,Structural
ZAN,Cell adhesion
ZAP70,Kinase
ZAP70,Signaling
ZAP70,Immune
ZAR1,Nuc acid bind
ZAR1L,Nuc acid bind
ZBED1,Transcription
ZBED2,Transcription
ZBED3,Transcription
ZBED4,Transcription
ZBED4,Nuc acid bind
ZBED6,Transcription
ZBP1,Nuc acid bind
ZBP1,Immune
ZBP1,Apoptosis
ZBTB1,Chromatin
ZBTB1,Transcription
ZBTB1,DNA repair
ZBTB1,Immune
ZBTB10,Transcription
ZBTB11,Transcription
ZBTB12,Transcription
ZBTB14,Transcription
ZBTB16,Transcription
ZBTB16,Ubiquitin
ZBTB16,Apoptosis
ZBTB17,Transcription
ZBTB18,Transcription
ZBTB2,Transcription
ZBTB20,Transcription
ZBTB21,Transcription
ZBTB22,Transcription
ZBTB24,Transcription
ZBTB25,Transcription
ZBTB26,Transcription
ZBTB3,Transcription
ZBTB32,Transcription
ZBTB33,Transcription
ZBTB33,Signaling
ZBTB34,Transcription
ZBTB37,Transcription
ZBTB38,Transcription
ZBTB38,DNA repair
ZBTB39,Transcription
ZBTB4,Transcription
ZBTB4,DNA repair
ZBTB40,Transcription
ZBTB40,DNA repair
ZBTB41,Transcription
ZBTB42,Transcription
ZBTB43,Transcription
ZBTB45,Transcription
ZBTB46,Transcription
ZBTB47,Transcription
ZBTB48,Transcription
ZBTB48,Nuc acid bind
ZBTB49,Transcription
ZBTB5,Transcription
ZBTB6,Transcription
ZBTB7A,Chromatin
ZBTB7A,Transcription
ZBTB7B,Transcription
ZBTB7C,Transcription
ZBTB8A,Transcription
ZBTB8B,Transcription
ZBTB9,Transcription
ZC3H10,Nuc acid bind
ZC3H11A,Nuc acid bind
ZC3H12A,Transcription
ZC3H12A,DNA repair
ZC3H12A,Nuc acid bind
ZC3H12A,Immune
ZC3H12A,Apoptosis
ZC3H13,RNA processing
ZC3H13,Nuc acid bind
ZC3H14,Nuc acid bind
ZC3H15,Nuc acid bind
ZC3H18,Nuc acid bind
ZC3H4,Transcription
ZC3H4,Nuc acid bind
ZC3H6,Transcription
ZC3H6,Nuc acid bind
ZC3H7A,Nuc acid bind
ZC3H7B,Nuc acid bind
ZC3H8,Transcription
ZC3H8,Nuc acid bind
ZC3H8,Apoptosis
ZC3HAV1,Nuc acid bind
ZC3HAV1,Immune
ZC3HC1,Cell cycle
ZC3HC1,Ubiquitin
ZC4H2,Transcription
ZCCHC10,Nuc acid bind
ZCCHC12,Nuc acid bind
ZCCHC13,Nuc acid bind
ZCCHC14,Nuc acid bind
ZCCHC17,Nuc acid bind
ZCCHC2,Nuc acid bind
ZCCHC24,Nuc acid bind
ZCCHC3,Nuc acid bind
ZCCHC3,Immune
ZCCHC4,Nuc acid bind
ZCCHC4,Methylation
ZCCHC7,Nuc acid bind
ZCCHC8,RNA processing
ZCCHC8,Nuc acid bind
ZCCHC9,Nuc acid bind
ZCRB1,RNA processing
ZCRB1,Nuc acid bind
ZCWPW2,Chromatin
ZDBF2,Nuc acid bind
ZDHHC16,DNA repair
ZDHHC16,Apoptosis
ZDHHC18,Immune
ZDHHC20,DNA repair
ZDHHC5,Immune
ZDHHC6,Signaling
ZEB1,Transcription
ZEB2,Transcription
ZFAND6,Apoptosis
ZFAT,Transcription
ZFC3H1,RNA processing
ZFHX2,Transcription
ZFHX2,Nuc acid bind
ZFHX3,Transcription
ZFHX3,Nuc acid bind
ZFHX4,Transcription
ZFHX4,Nuc acid bind
ZFP1,Transcription
ZFP14,Transcription
ZFP2,Transcription
ZFP28,Transcription
ZFP3,Transcription
ZFP30,Transcription
ZFP36,Transcription
ZFP36,Nuc acid bind
ZFP36L1,RNA processing
ZFP36L1,Nuc acid bind
ZFP36L2,Nuc acid bind
ZFP37,Transcription
ZFP41,Transcription
ZFP42,Transcription
ZFP57,Transcription
ZFP62,Transcription
ZFP64,Transcription
ZFP69,Transcription
ZFP69B,Transcription
ZFP82,Transcription
ZFP90,Transcription
ZFP91,Transcription
ZFP91,Ubiquitin
ZFP92,Transcription
ZFPL1,Transcription
ZFPL1,Transport
ZFPM1,Transcription
ZFPM2,Transcription
ZFR,Nuc acid bind
ZFR2,Nuc acid bind
ZFX,Transcription
ZFY,Transcription
ZFYVE16,Signaling
ZFYVE19,Cell cycle
ZFYVE26,Cell cycle
ZFYVE26,DNA repair
ZFYVE27,Transport
ZGLP1,Transcription
ZGPAT,Transcription
ZGPAT,Nuc acid bind
ZGRF1,DNA repair
ZHX1,Transcription
ZHX2,Transcription
ZHX3,Transcription
ZIC1,Transcription
ZIC2,Transcription
ZIC3,Transcription
ZIC4,Transcription
ZIC5,Transcription
ZIK1,Transcription
ZIM2,Transcription
ZIM3,Transcription
ZKSCAN1,Transcription
ZKSCAN2,Transcription
ZKSCAN3,Transcription
ZKSCAN4,Transcription
ZKSCAN5,Transcription
ZKSCAN7,Transcription
ZKSCAN8,Transcription
ZMAT1,Nuc acid bind
ZMAT2,RNA processing
ZMAT2,Nuc acid bind
ZMAT3,DNA repair
ZMAT3,Nuc acid bind
ZMAT3,Apoptosis
ZMAT4,Nuc acid bind
ZMAT5,RNA processing
ZMIZ1,Transcription
ZMIZ2,Transcription
ZMPSTE24,Proteolysis
ZMYM5,Transcription
ZMYND10,Protein folding
ZMYND11,Chromatin
ZMYND8,Chromatin
ZMYND8,Transcription
ZNF10,Transcription
ZNF100,Transcription
ZNF101,Transcription
ZNF106,Nuc acid bind
ZNF107,Transcription
ZNF112,Transcription
ZNF114,Transcription
ZNF117,Transcription
ZNF12,Transcription
ZNF121,Transcription
ZNF124,Transcription
ZNF131,Transcription
ZNF132,Transcription
ZNF133,Transcription
ZNF134,Transcription
ZNF135,Transcription
ZNF136,Transcription
ZNF137P,Transcription
ZNF138,Transcription
ZNF14,Transcription
ZNF140,Transcription
ZNF141,Transcription
ZNF142,Transcription
ZNF143,Transcription
ZNF146,Transcription
ZNF148,Transcription
ZNF154,Transcription
ZNF155,Transcription
ZNF157,Transcription
ZNF16,Transcription
ZNF16,Cell cycle
ZNF160,Transcription
ZNF165,Transcription
ZNF169,Transcription
ZNF17,Transcription
ZNF174,Transcription
ZNF175,Transcription
ZNF177,Transcription
ZNF18,Transcription
ZNF180,Transcription
ZNF181,Transcription
ZNF182,Transcription
ZNF184,Transcription
ZNF189,Transcription
ZNF19,Transcription
ZNF195,Transcription
ZNF197,Transcription
ZNF2,Transcription
ZNF20,Transcription
ZNF202,Transcription
ZNF205,Transcription
ZNF207,Cell cycle
ZNF207,Nuc acid bind
ZNF208,Transcription
ZNF211,Transcription
ZNF212,Transcription
ZNF213,Transcription
ZNF214,Transcription
ZNF215,Transcription
ZNF217,Transcription
ZNF219,Transcription
ZNF22,Transcription
ZNF221,Transcription
ZNF222,Transcription
ZNF223,Transcription
ZNF224,Transcription
ZNF225,Transcription
ZNF226,Transcription
ZNF227,Transcription
ZNF229,Transcription
ZNF23,Transcription
ZNF230,Transcription
ZNF232,Transcription
ZNF233,Transcription
ZNF234,Transcription
ZNF235,Transcription
ZNF236,Transcription
ZNF239,Transcription
ZNF239,Nuc acid bind
ZNF24,Transcription
ZNF248,Transcription
ZNF25,Transcription
ZNF250,Transcription
ZNF251,Transcription
ZNF253,Transcription
ZNF254,Transcription
ZNF256,Transcription
ZNF257,Transcription
ZNF26,Transcription
ZNF260,Transcription
ZNF263,Transcription
ZNF264,Transcription
ZNF266,Transcription
ZNF267,Transcription
ZNF268,Transcription
ZNF268,Apoptosis
ZNF273,Transcription
ZNF274,Chromatin
ZNF274,Transcription
ZNF275,Transcription
ZNF276,Transcription
ZNF28,Transcription
ZNF280A,Transcription
ZNF280B,Transcription
ZNF280C,Transcription
ZNF280D,Transcription
ZNF281,Transcription
ZNF282,Transcription
ZNF283,Transcription
ZNF284,Transcription
ZNF285,Transcription
ZNF286A,Transcription
ZNF286B,Transcription
ZNF287,Transcription
ZNF292,Transcription
ZNF296,Transcription
ZNF3,Transcription
ZNF30,Transcription
ZNF300,Transcription
ZNF302,Transcription
ZNF304,Chromatin
ZNF304,Transcription
ZNF311,Transcription
ZNF316,Transcription
ZNF317,Transcription
ZNF318,Nuc acid bind
ZNF319,Transcription
ZNF32,Transcription
ZNF320,Transcription
ZNF322,Transcription
ZNF324,Transcription
ZNF324B,Transcription
ZNF326,Transcription
ZNF326,RNA processing
ZNF326,Nuc acid bind
ZNF329,Transcription
ZNF331,Transcription
ZNF333,Transcription
ZNF334,Transcription
ZNF335,Transcription
ZNF337,Transcription
ZNF33A,Transcription
ZNF33B,Transcription
ZNF34,Transcription
ZNF341,Transcription
ZNF343,Transcription
ZNF345,Transcription
ZNF346,Nuc acid bind
ZNF347,Transcription
ZNF35,Transcription
ZNF350,Transcription
ZNF354A,Transcription
ZNF354B,Transcription
ZNF354C,Transcription
ZNF355P,Transcription
ZNF358,Transcription
ZNF362,Transcription
ZNF366,Transcription
ZNF367,Transcription
ZNF37A,Transcription
ZNF382,Transcription
ZNF383,Transcription
ZNF384,Transcription
ZNF385A,DNA repair
ZNF385A,Nuc acid bind
ZNF385A,Apoptosis
ZNF385B,Nuc acid bind
ZNF385B,Apoptosis
ZNF385C,Nuc acid bind
ZNF385D,Nuc acid bind
ZNF391,Transcription
ZNF394,Transcription
ZNF395,Transcription
ZNF396,Transcription
ZNF397,Transcription
ZNF398,Transcription
ZNF404,Transcription
ZNF407,Transcription
ZNF407,Nuc acid bind
ZNF408,Transcription
ZNF41,Transcription
ZNF410,Transcription
ZNF414,Transcription
ZNF415,Transcription
ZNF416,Transcription
ZNF417,Transcription
ZNF418,Transcription
ZNF419,Transcription
ZNF420,Transcription
ZNF423,Transcription
ZNF425,Transcription
ZNF426,Transcription
ZNF429,Transcription
ZNF43,Transcription
ZNF430,Transcription
ZNF431,Transcription
ZNF432,Transcription
ZNF432,DNA repair
ZNF433,Transcription
ZNF436,Transcription
ZNF438,Transcription
ZNF439,Transcription
ZNF44,Transcription
ZNF440,Transcription
ZNF441,Transcription
ZNF442,Transcription
ZNF443,Transcription
ZNF443,Apoptosis
ZNF444,Transcription
ZNF445,Transcription
ZNF446,Transcription
ZNF449,Transcription
ZNF45,Transcription
ZNF454,Transcription
ZNF460,Transcription
ZNF461,Transcription
ZNF462,Transcription
ZNF467,Transcription
ZNF468,Transcription
ZNF469,Transcription
ZNF470,Transcription
ZNF471,Transcription
ZNF473,Transcription
ZNF479,Transcription
ZNF48,Transcription
ZNF480,Transcription
ZNF483,Transcription
ZNF484,Transcription
ZNF485,Transcription
ZNF486,Transcription
ZNF487,Transcription
ZNF488,Transcription
ZNF490,Transcription
ZNF491,Transcription
ZNF492,Transcription
ZNF493,Transcription
ZNF496,Transcription
ZNF497,Transcription
ZNF500,Transcription
ZNF501,Transcription
ZNF502,Transcription
ZNF506,Transcription
ZNF507,Transcription
ZNF510,Transcription
ZNF511,Transcription
ZNF512,Transcription
ZNF512B,Transcription
ZNF513,Transcription
ZNF514,Transcription
ZNF516,Transcription
ZNF517,Transcription
ZNF518A,Chromatin
ZNF518A,Transcription
ZNF518B,Chromatin
ZNF518B,Transcription
ZNF519,Transcription
ZNF521,Transcription
ZNF524,Transcription
ZNF525,Transcription
ZNF527,Transcription
ZNF528,Transcription
ZNF529,Transcription
ZNF530,Transcription
ZNF532,Transcription
ZNF534,Transcription
ZNF536,Transcription
ZNF540,Transcription
ZNF541,Transcription
ZNF542P,Transcription
ZNF543,Transcription
ZNF544,Transcription
ZNF546,Transcription
ZNF547,Transcription
ZNF548,Transcription
ZNF549,Transcription
ZNF550,Transcription
ZNF551,Transcription
ZNF552,Transcription
ZNF554,Transcription
ZNF555,Transcription
ZNF556,Transcription
ZNF557,Transcription
ZNF558,Transcription
ZNF559,Transcription
ZNF560,Transcription
ZNF561,Transcription
ZNF562,Transcription
ZNF563,Transcription
ZNF564,Transcription
ZNF565,Transcription
ZNF566,Transcription
ZNF567,Transcription
ZNF568,Transcription
ZNF569,Transcription
ZNF57,Transcription
ZNF570,Transcription
ZNF571,Transcription
ZNF572,Transcription
ZNF573,Transcription
ZNF574,Transcription
ZNF575,Transcription
ZNF576,Transcription
ZNF577,Transcription
ZNF578,Transcription
ZNF579,Transcription
ZNF579,Nuc acid bind
ZNF580,Transcription
ZNF580,Immune
ZNF581,Transcription
ZNF582,Transcription
ZNF583,Transcription
ZNF584,Transcription
ZNF585A,Transcription
ZNF585B,Transcription
ZNF586,Transcription
ZNF587,Transcription
ZNF587B,Transcription
ZNF589,Transcription
ZNF592,Transcription
ZNF593,Transcription
ZNF593,Nuc acid bind
ZNF594,Transcription
ZNF595,Transcription
ZNF596,Transcription
ZNF597,Transcription
ZNF598,Ubiquitin
ZNF598,Nuc acid bind
ZNF599,Transcription
ZNF600,Transcription
ZNF605,Transcription
ZNF606,Transcription
ZNF607,Transcription
ZNF608,Transcription
ZNF609,Transcription
ZNF610,Transcription
ZNF611,Transcription
ZNF613,Transcription
ZNF614,Transcription
ZNF615,Transcription
ZNF616,Transcription
ZNF618,Chromatin
ZNF618,Transcription
ZNF619,Transcription
ZNF620,Transcription
ZNF621,Transcription
ZNF622,Nuc acid bind
ZNF622,Apoptosis
ZNF623,Transcription
ZNF624,Transcription
ZNF625,Transcription
ZNF626,Transcription
ZNF627,Transcription
ZNF628,Transcription
ZNF629,Transcription
ZNF630,Transcription
ZNF638,RNA processing
